image,class,x0,y0,z0,visibility0,x1,y1,z1,visibility1,x2,y2,z2,visibility2,x3,y3,z3,visibility3,x4,y4,z4,visibility4,x5,y5,z5,visibility5,x6,y6,z6,visibility6,x7,y7,z7,visibility7,x8,y8,z8,visibility8,x9,y9,z9,visibility9,x10,y10,z10,visibility10,x11,y11,z11,visibility11,x12,y12,z12,visibility12,x13,y13,z13,visibility13,x14,y14,z14,visibility14,x15,y15,z15,visibility15,x16,y16,z16,visibility16,x17,y17,z17,visibility17,x18,y18,z18,visibility18,x19,y19,z19,visibility19,x20,y20,z20,visibility20,x21,y21,z21,visibility21,x22,y22,z22,visibility22,x23,y23,z23,visibility23,x24,y24,z24,visibility24,x25,y25,z25,visibility25,x26,y26,z26,visibility26,x27,y27,z27,visibility27,x28,y28,z28,visibility28,x29,y29,z29,visibility29,x30,y30,z30,visibility30,x31,y31,z31,visibility31,x32,y32,z32,visibility32
66.jpeg,0,0.62598,0.41531,-1.16449,0.99993,0.63605,0.33661,-1.0726,0.99982,0.64515,0.33925,-1.07262,0.9998,0.65454,0.34155,-1.07223,0.99973,0.59671,0.32525,-1.10845,0.99986,0.57605,0.31916,-1.10797,0.99987,0.55466,0.31367,-1.10841,0.99986,0.65139,0.36639,-0.56329,0.9998,0.50855,0.34061,-0.71584,0.99993,0.63369,0.49187,-0.97605,0.99986,0.58842,0.49091,-1.0216,0.99992,0.72545,0.70186,-0.29812,0.99894,0.33584,0.77605,-0.43637,0.99327,0.99741,0.81269,-0.63921,0.9828,0.23809,1.32281,-0.36346,0.64659,0.74827,0.35087,-1.03699,0.98777,0.23874,1.75212,-0.65193,0.40357,0.68224,0.24599,-1.15405,0.93025,0.24688,1.9185,-0.72172,0.34665,0.66044,0.28762,-1.02195,0.93199,0.27379,1.90373,-0.81833,0.45305,0.6716,0.33109,-1.00431,0.92503,0.28281,1.8588,-0.69669,0.43591,0.66577,1.74235,-0.03038,0.00989,0.40503,1.74364,0.03412,0.00412,0.65654,2.57144,0.01507,0.0053,0.42036,2.54835,0.09281,0.00334,0.64327,3.25734,0.62898,0.00017,0.42068,3.23046,0.53792,6e-05,0.64026,3.35717,0.65618,0.00012,0.40767,3.33112,0.56707,0.00029,0.62677,3.48417,0.0807,0.00041,0.4793,3.45579,-0.05765,0.00052
70.jpeg,0,0.75975,0.44869,-0.86415,0.99978,0.79548,0.42219,-0.87241,0.99978,0.81467,0.42227,-0.87235,0.99976,0.83247,0.42248,-0.87257,0.99975,0.74049,0.42236,-0.80929,0.99977,0.72454,0.42208,-0.80947,0.99972,0.71123,0.42182,-0.8096,0.99971,0.87062,0.43396,-0.73164,0.99981,0.70825,0.43038,-0.45932,0.99959,0.79689,0.47996,-0.80204,0.99977,0.73574,0.48019,-0.72367,0.99961,0.92061,0.60564,-0.82723,0.98664,0.7509,0.5761,-0.01563,0.99232,0.81648,0.84568,-0.78382,0.9014,0.62148,0.72637,-0.28802,0.33167,0.61821,0.7554,-0.58232,0.82564,0.5866,0.64067,-0.95712,0.36001,0.58027,0.79187,-0.60938,0.74873,0.56131,0.5926,-1.03128,0.33086,0.55709,0.73459,-0.61032,0.76735,0.59565,0.56392,-0.99779,0.31132,0.57134,0.74055,-0.56806,0.75926,0.60086,0.6148,-0.96309,0.29705,0.97158,0.93502,-0.24588,0.97639,0.8393,0.89817,0.24619,0.98625,0.59644,0.91617,-0.66502,0.75619,0.53855,0.91886,0.23,0.63446,0.56154,1.07463,0.10155,0.20541,0.57885,1.04694,0.5486,0.23565,0.59905,1.10383,0.18493,0.26311,0.61406,1.07089,0.58279,0.29272,0.39748,1.12161,0.25201,0.2263,0.47003,1.09242,0.6133,0.23526
27.jpeg,0,0.69604,0.17978,0.20285,0.99999,0.69957,0.16461,0.28152,0.99999,0.70314,0.16618,0.28141,0.99998,0.706,0.16773,0.28116,0.99999,0.682,0.15995,0.23031,0.99999,0.67309,0.15827,0.23027,0.99999,0.66273,0.15654,0.2302,0.99999,0.68615,0.17263,0.5779,0.99998,0.62282,0.1601,0.34332,0.99999,0.6918,0.1986,0.3075,0.99998,0.67161,0.19426,0.2392,0.99999,0.68273,0.30609,0.6782,0.99999,0.50336,0.21891,0.18531,0.99999,0.73067,0.42936,0.67159,0.66222,0.51756,0.29392,-0.2699,0.97925,0.89387,0.42564,0.45427,0.93065,0.70665,0.2739,-0.52142,0.99424,0.93081,0.43197,0.42992,0.92065,0.75063,0.27767,-0.5806,0.98148,0.93499,0.41592,0.39206,0.9312,0.7652,0.26938,-0.51564,0.97879,0.92282,0.41369,0.4279,0.93607,0.74963,0.26756,-0.49416,0.97214,0.64563,0.50139,0.15996,0.99995,0.53318,0.47628,-0.15997,0.99996,0.81802,0.69694,-0.32585,0.8462,0.55685,0.60123,-0.72298,0.97509,0.56794,0.70338,0.03652,0.286,0.31065,0.65924,-0.63197,0.86785,0.52848,0.68138,0.07584,0.35153,0.2735,0.63622,-0.61494,0.77691,0.53118,0.76475,0.03214,0.28066,0.24386,0.75352,-0.73977,0.84452
104.jpeg,0,0.49064,0.26584,-0.33245,0.99897,0.4965,0.24042,-0.30536,0.9982,0.50191,0.24205,-0.30546,0.99676,0.50711,0.24378,-0.30544,0.99593,0.47566,0.23481,-0.33941,0.99959,0.4654,0.23295,-0.33961,0.99963,0.45541,0.23217,-0.34003,0.99977,0.50306,0.26034,-0.1291,0.99468,0.42996,0.24858,-0.27812,0.99993,0.49505,0.30069,-0.26033,0.9991,0.46714,0.29321,-0.30318,0.9999,0.53206,0.42207,0.06459,0.98754,0.35012,0.43208,-0.29218,0.99996,0.56586,0.61774,0.2544,0.25019,0.31979,0.70524,-0.39372,0.99854,0.57976,0.71984,0.14677,0.24418,0.4305,0.74215,-0.55675,0.99518,0.5835,0.76127,0.1155,0.26601,0.46397,0.77552,-0.60919,0.9904,0.58002,0.7338,0.08517,0.2765,0.47122,0.73264,-0.63132,0.99092,0.5692,0.72214,0.12877,0.31902,0.46264,0.72109,-0.56115,0.9872,0.51081,0.88458,0.07644,0.95943,0.39254,0.87827,-0.07586,0.98406,0.49694,1.21225,0.0914,0.52862,0.40084,1.19513,0.07957,0.59639,0.49214,1.49256,0.31309,0.15245,0.39518,1.45574,0.3611,0.18978,0.48226,1.53956,0.32486,0.18588,0.38038,1.49332,0.38662,0.28438,0.52876,1.57772,0.16723,0.15161,0.43852,1.55078,0.2115,0.13799
85.jpeg,0,0.55581,0.32559,-0.56402,0.99958,0.57826,0.28688,-0.58239,0.99949,0.59452,0.28536,-0.58232,0.99947,0.61199,0.28347,-0.58226,0.99943,0.55094,0.28507,-0.53185,0.99954,0.54509,0.2837,-0.53199,0.9994,0.53936,0.2823,-0.53226,0.99936,0.64866,0.29114,-0.51381,0.99952,0.56145,0.29049,-0.27934,0.99899,0.58445,0.37461,-0.53037,0.99958,0.55416,0.36824,-0.46344,0.99932,0.72824,0.51689,-0.49144,0.99798,0.52588,0.49138,-0.02485,0.99976,0.60496,0.80674,-0.63068,0.98078,0.44493,0.76475,-0.19349,0.96664,0.5056,0.54606,-0.71614,0.99669,0.39486,0.59008,-0.73397,0.99735,0.46503,0.51091,-0.75696,0.98826,0.38687,0.53811,-0.78066,0.99056,0.48061,0.46943,-0.71134,0.98646,0.39359,0.50052,-0.77351,0.98951,0.49717,0.48249,-0.69228,0.98723,0.40396,0.51292,-0.74586,0.99092,0.65243,0.97195,-0.1015,0.97957,0.51173,0.95373,0.10297,0.99081,0.63192,1.32767,-0.04881,0.03989,0.48706,1.30664,0.37878,0.05232,0.59225,1.63523,0.31271,0.00042,0.45582,1.62818,0.7364,0.00054,0.59961,1.68538,0.33833,0.00136,0.45368,1.68461,0.7675,0.00124,0.53149,1.74387,0.09935,0.00047,0.42611,1.73504,0.53719,0.00089
1.jpeg,0,0.60163,0.32805,-0.81182,0.99913,0.63971,0.30645,-0.79191,0.99944,0.65858,0.308,-0.79222,0.99942,0.6765,0.31019,-0.79285,0.99938,0.59435,0.30438,-0.75502,0.99895,0.58266,0.30408,-0.75504,0.99844,0.57068,0.30382,-0.75529,0.9985,0.71195,0.32461,-0.52709,0.99954,0.57845,0.31187,-0.35979,0.99867,0.63443,0.35851,-0.70133,0.9998,0.58139,0.35443,-0.65273,0.99972,0.7972,0.47724,-0.33012,0.9998,0.45474,0.39111,-0.09377,0.99981,0.71048,0.68488,-0.65211,0.96603,0.19189,0.47639,-0.33126,0.98922,0.6623,0.60188,-1.26899,0.97798,0.11204,0.34773,-0.94409,0.99566,0.65677,0.56926,-1.38277,0.95183,0.1142,0.29717,-1.03075,0.98827,0.66994,0.54818,-1.35752,0.95547,0.1353,0.28719,-1.02923,0.98818,0.66228,0.55584,-1.26707,0.93985,0.13926,0.30307,-0.95885,0.98511,0.56315,0.73038,0.00675,0.98407,0.3675,0.7074,-0.00606,0.97437,0.58116,0.84034,-1.00735,0.34775,0.48871,0.82876,-0.55554,0.19776,0.53463,1.00665,-0.62937,0.0742,0.48264,1.02674,-0.01866,0.03883,0.52404,1.03058,-0.59412,0.23514,0.48008,1.05219,0.03384,0.06455,0.53589,1.06446,-0.88487,0.09197,0.48857,1.10067,-0.27315,0.03844
93.jpeg,0,0.47782,0.24571,-0.77903,0.99997,0.49698,0.20854,-0.75083,0.99995,0.50877,0.20884,-0.75076,0.99993,0.51927,0.20948,-0.75086,0.99994,0.46089,0.21201,-0.73188,0.99996,0.45101,0.21383,-0.73178,0.99994,0.44364,0.21593,-0.73192,0.99995,0.5407,0.22874,-0.50084,0.99997,0.44086,0.23701,-0.40696,0.99993,0.50881,0.28845,-0.68171,1.0,0.462,0.29402,-0.65583,0.99999,0.64942,0.4498,-0.382,0.99997,0.38942,0.45762,-0.17473,0.99989,0.74995,0.77965,-0.43582,0.99966,0.30979,0.71502,-0.44827,0.99828,0.56973,0.89025,-0.6048,0.996,0.42542,0.68379,-1.0509,0.99144,0.52503,0.92532,-0.68089,0.96265,0.46609,0.68418,-1.15817,0.94876,0.51211,0.89423,-0.64673,0.9615,0.47186,0.64394,-1.12615,0.94317,0.52501,0.87857,-0.58659,0.96425,0.46163,0.63916,-1.04846,0.94148,0.60239,0.96604,-0.0826,0.99168,0.45359,0.95902,0.08414,0.98826,0.60103,1.35386,0.18393,0.10525,0.44604,1.35218,0.45851,0.15305,0.59903,1.66208,0.83372,0.00136,0.45058,1.66081,1.07541,0.00215,0.60775,1.71922,0.8824,0.00139,0.45388,1.71858,1.13104,0.00459,0.568,1.78885,0.56369,0.00077,0.45512,1.7879,0.80521,0.004
50.jpeg,0,0.45489,0.29277,-0.5908,0.99997,0.48112,0.2465,-0.55997,0.99994,0.49432,0.24642,-0.55999,0.99993,0.50736,0.24697,-0.56013,0.99993,0.43659,0.2482,-0.56202,0.99995,0.41938,0.24981,-0.56161,0.99994,0.40364,0.25276,-0.56191,0.99995,0.53307,0.26898,-0.31996,0.99994,0.38848,0.27741,-0.31582,0.99996,0.4835,0.34229,-0.49634,0.99997,0.42196,0.34843,-0.49533,0.99998,0.65583,0.53266,-0.18043,0.99966,0.31442,0.56066,-0.25035,0.99969,0.7441,0.87055,-0.14195,0.4844,0.27982,0.9017,-0.25096,0.38728,0.74039,1.15968,-0.32108,0.05713,0.29558,1.16894,-0.55269,0.07433,0.75951,1.25767,-0.39421,0.07298,0.27598,1.27738,-0.63343,0.0935,0.7178,1.25103,-0.4327,0.11996,0.30726,1.26114,-0.7011,0.14276,0.70335,1.21332,-0.34742,0.12531,0.31976,1.22655,-0.5919,0.14656,0.60689,1.19363,-0.01271,0.00456,0.37951,1.21203,0.01638,0.00402,0.61831,1.68879,0.0421,0.00136,0.41146,1.70719,0.07068,0.00038,0.62357,2.12281,0.50854,7e-05,0.43088,2.13696,0.38267,2e-05,0.63057,2.19163,0.53345,6e-05,0.43121,2.21006,0.40387,3e-05,0.59164,2.27916,0.16097,0.0001,0.46285,2.28076,-0.01824,6e-05
11.jpeg,0,0.49192,0.44156,-0.40244,0.99995,0.51005,0.4047,-0.37201,0.99991,0.51956,0.40488,-0.37184,0.99992,0.52869,0.40539,-0.37196,0.99991,0.47298,0.40428,-0.37142,0.99993,0.46,0.40458,-0.37118,0.99994,0.44838,0.40463,-0.3714,0.99994,0.54221,0.42054,-0.128,0.99992,0.43464,0.4176,-0.11126,0.99995,0.51471,0.47764,-0.31013,0.99994,0.46858,0.47788,-0.30577,0.99995,0.61334,0.63016,-0.0278,0.99978,0.35849,0.59826,-0.09483,0.99997,0.66809,0.88051,-0.14384,0.87105,0.31107,0.84015,-0.53208,0.98956,0.66971,0.99884,-0.39595,0.51993,0.40136,0.65017,-1.09563,0.99507,0.68008,1.05326,-0.45101,0.41876,0.43302,0.64586,-1.20625,0.98498,0.66717,1.03258,-0.47295,0.47542,0.45744,0.62382,-1.16559,0.98275,0.65599,1.01644,-0.41317,0.51659,0.45381,0.62559,-1.09195,0.98311,0.57669,1.04544,-0.00514,0.36504,0.38723,1.03913,0.00736,0.52908,0.57054,1.48982,0.08413,0.00391,0.39238,1.47976,0.23454,0.00469,0.55994,1.84466,0.40161,0.00104,0.38285,1.84813,0.57887,0.00045,0.56205,1.89123,0.41678,0.00192,0.37374,1.89773,0.60443,0.00054,0.54107,1.96474,0.09618,0.00046,0.4077,1.96896,0.25299,0.00026
46.jpeg,0,0.43009,0.37853,-0.94357,0.99989,0.48012,0.33355,-0.8654,0.99982,0.5165,0.33373,-0.86551,0.99979,0.54644,0.33447,-0.86573,0.99984,0.38834,0.3347,-0.81959,0.99976,0.36528,0.3357,-0.81888,0.99971,0.34626,0.33662,-0.81948,0.99975,0.60578,0.35384,-0.40229,0.99987,0.34759,0.36482,-0.16419,0.99964,0.5018,0.4246,-0.78209,0.9999,0.39593,0.42579,-0.71674,0.99977,0.83855,0.6463,-0.34869,0.99654,0.22517,0.64346,-0.11142,0.99743,0.91673,0.94389,-0.61224,0.36056,0.12923,0.87168,-1.00519,0.53472,0.93485,1.2233,-0.80668,0.05541,0.21751,0.59872,-2.22427,0.57757,0.95482,1.31802,-0.88101,0.06353,0.2217,0.53247,-2.45443,0.52126,0.89211,1.30151,-0.90173,0.09414,0.22733,0.50379,-2.36555,0.55762,0.86892,1.26825,-0.82792,0.11222,0.25036,0.53464,-2.23753,0.57634,0.74593,1.23013,-0.11553,0.01931,0.29736,1.22764,0.12181,0.02524,0.72294,1.68054,0.03377,0.0022,0.32606,1.67948,0.49428,0.00265,0.7144,2.06596,1.00625,0.00028,0.33815,2.07048,1.41873,5e-05,0.72589,2.12423,1.05305,0.00018,0.33158,2.12543,1.48901,0.0001,0.65708,2.20207,0.20881,0.0001,0.39471,2.21878,0.59186,0.00013
103.jpeg,0,0.44057,0.20397,-0.37866,1.0,0.46002,0.15608,-0.336,0.99999,0.47422,0.15736,-0.33565,0.99999,0.48741,0.15939,-0.33532,0.99999,0.42049,0.15711,-0.34197,0.99999,0.40716,0.15987,-0.34142,0.99999,0.39513,0.1638,-0.34179,0.99999,0.51522,0.20084,-0.10443,0.99999,0.37573,0.21192,-0.12754,1.0,0.47248,0.2681,-0.29339,1.0,0.41936,0.27612,-0.30113,1.0,0.60664,0.47286,-0.01679,0.99997,0.28781,0.5714,-0.05077,0.99991,0.70007,0.83127,-0.37299,0.99401,0.26445,0.95248,-0.09557,0.65046,0.5496,0.4225,-0.77935,0.99416,0.26821,1.31313,-0.41898,0.39414,0.49014,0.34289,-0.87049,0.98132,0.25518,1.44458,-0.47444,0.42146,0.48995,0.29187,-0.77093,0.98322,0.27867,1.41086,-0.53091,0.50824,0.49989,0.32054,-0.75435,0.97947,0.28977,1.36369,-0.45337,0.54803,0.58333,1.24034,0.00257,0.02679,0.3689,1.27249,0.00153,0.01815,0.59881,1.87414,0.00305,0.00093,0.40185,1.89942,-0.01369,0.00028,0.60667,2.41363,0.35065,1e-05,0.41362,2.44259,0.18232,0.0,0.61394,2.49849,0.3637,1e-05,0.40638,2.52888,0.18886,0.0,0.59171,2.58982,-0.00522,4e-05,0.47338,2.6204,-0.22549,2e-05
20.jpeg,0,0.52206,0.3541,-1.61871,0.99905,0.55764,0.31862,-1.53369,0.99695,0.57738,0.31814,-1.534,0.99712,0.59548,0.31819,-1.53418,0.99575,0.4869,0.32005,-1.55862,0.99799,0.46172,0.32025,-1.55949,0.9987,0.44198,0.32067,-1.56051,0.99881,0.62749,0.3346,-1.003,0.99471,0.41295,0.33793,-1.10593,0.99937,0.56232,0.39698,-1.41013,0.9993,0.48776,0.39616,-1.44069,0.99981,0.75276,0.52735,-0.57569,0.99578,0.25176,0.53894,-0.87077,0.99887,0.78319,0.78631,-0.45163,0.90608,0.17701,0.83759,-0.87647,0.98568,0.74246,0.95983,-0.8826,0.58908,0.50015,0.97126,-1.16653,0.87542,0.76066,1.05167,-1.02559,0.41916,0.58671,1.01534,-1.30726,0.71085,0.7154,1.00737,-1.08338,0.47852,0.62913,0.99045,-1.33701,0.75791,0.69645,0.97753,-0.91835,0.51694,0.61591,0.97199,-1.17443,0.75565,0.65372,0.94329,0.03838,0.78396,0.34008,0.9566,-0.03627,0.87699,0.69062,1.26947,-0.32929,0.09078,0.38534,1.20479,-0.7294,0.08549,0.69313,1.51888,0.78116,0.00603,0.4615,1.49776,0.24811,0.01469,0.69471,1.55728,0.86541,0.01283,0.45885,1.54661,0.33138,0.02686,0.66487,1.64032,0.37551,0.0078,0.50912,1.60503,-0.21034,0.02866
98.jpeg,0,0.50639,0.25583,-0.71684,0.99998,0.53661,0.22393,-0.64634,0.99997,0.54801,0.23111,-0.64663,0.99995,0.55994,0.23872,-0.64632,0.99995,0.4955,0.20603,-0.65191,0.99998,0.48042,0.20247,-0.65207,0.99998,0.46685,0.20038,-0.65263,0.99999,0.57635,0.27882,-0.25438,0.99988,0.44887,0.23006,-0.27601,0.99999,0.52386,0.32969,-0.57357,0.99997,0.47135,0.30943,-0.58235,0.99999,0.64071,0.56505,-0.01574,0.99937,0.32499,0.5039,-0.11077,0.99985,0.80384,0.7889,-0.31596,0.9746,0.09267,0.72262,-0.51622,0.99896,0.83061,0.74687,-1.04702,0.99364,0.25987,0.7641,-1.20413,0.99637,0.86434,0.76958,-1.18003,0.98137,0.29599,0.82967,-1.32455,0.98504,0.83772,0.73155,-1.17375,0.98196,0.3316,0.80322,-1.28454,0.98555,0.82266,0.73054,-1.06272,0.97693,0.33004,0.78243,-1.19573,0.98295,0.58062,1.22916,-0.01307,0.49771,0.36364,1.22012,0.01518,0.59007,0.57833,1.72307,-0.09883,0.02454,0.39062,1.73243,0.16366,0.01429,0.58221,2.21218,0.30184,0.00071,0.38774,2.19081,0.65025,0.00117,0.58389,2.28665,0.31528,0.00041,0.37477,2.25402,0.68639,0.00226,0.56372,2.34733,-0.1336,0.00096,0.43167,2.33373,0.23276,0.00452
77.jpeg,0,0.32445,0.31756,-0.15943,0.99808,0.32033,0.29058,-0.14392,0.99776,0.32027,0.28909,-0.14408,0.99687,0.32006,0.28726,-0.14434,0.99765,0.31569,0.29125,-0.16949,0.9978,0.31192,0.29055,-0.16949,0.99736,0.30753,0.28989,-0.16953,0.99792,0.29903,0.2909,-0.07388,0.99749,0.28255,0.29654,-0.18608,0.99835,0.32013,0.34044,-0.12763,0.9957,0.31206,0.34325,-0.15963,0.99695,0.22514,0.40472,0.03485,0.99854,0.29124,0.44289,-0.25933,0.9998,0.21324,0.58373,0.06861,0.01782,0.29768,0.66906,-0.27802,0.99413,0.25811,0.7007,0.06909,0.01461,0.34297,0.86882,-0.21,0.98262,0.26394,0.72411,0.07907,0.02436,0.34614,0.91987,-0.23529,0.97046,0.27091,0.71926,0.06348,0.02526,0.35489,0.91744,-0.21656,0.96573,0.26886,0.71778,0.06146,0.02625,0.35214,0.899,-0.20385,0.95352,0.19343,0.71034,0.07345,0.99113,0.23656,0.7542,-0.07343,0.99294,0.19705,0.8243,0.26551,0.02659,0.26405,0.88066,0.10396,0.22859,0.19966,0.93791,0.4522,0.01306,0.21669,0.96321,0.2945,0.17985,0.19065,0.96439,0.46923,0.0445,0.19601,0.9782,0.31409,0.33964,0.23173,0.94639,0.49379,0.03412,0.25156,0.9788,0.32798,0.16643
61.jpeg,0,0.48184,0.34843,-2.35791,0.9998,0.52996,0.30638,-2.27385,0.99963,0.558,0.30719,-2.27401,0.99955,0.58366,0.30859,-2.27403,0.99953,0.43465,0.30321,-2.2736,0.99973,0.40396,0.30317,-2.27361,0.99974,0.37797,0.3036,-2.27459,0.9998,0.63842,0.33673,-1.59772,0.99936,0.36214,0.3307,-1.58439,0.99976,0.53739,0.40036,-2.09734,0.99984,0.43464,0.39903,-2.09447,0.99988,0.82335,0.58992,-1.06249,0.99375,0.19736,0.59703,-1.03341,0.99943,0.79796,0.90789,-0.71252,0.83699,0.1334,0.91818,-0.70651,0.90618,0.70477,1.11422,-1.04853,0.16104,0.13651,1.12242,-1.16864,0.32922,0.67593,1.18573,-1.16978,0.1083,0.13447,1.20508,-1.31983,0.2691,0.66068,1.16464,-1.28014,0.12621,0.14897,1.17885,-1.47907,0.3157,0.65466,1.13563,-1.1035,0.14394,0.16478,1.14905,-1.24395,0.34659,0.68052,1.12349,-0.06372,0.19212,0.28187,1.11018,0.06745,0.27059,0.62973,1.54212,0.24577,0.0161,0.26744,1.52194,0.2815,0.02043,0.60139,1.88699,1.41061,0.00313,0.24901,1.88384,1.21066,0.00309,0.60121,1.93801,1.47361,0.00144,0.2427,1.93526,1.27226,0.00615,0.55672,2.00796,0.60651,0.00243,0.27902,2.01113,0.32453,0.00725
36.jpeg,0,0.56887,0.24541,-0.09835,0.99998,0.58423,0.20486,-0.04467,0.99997,0.59502,0.20364,-0.04516,0.99998,0.6044,0.20349,-0.04573,0.99999,0.55146,0.21313,-0.04787,0.99995,0.54141,0.21627,-0.04781,0.99996,0.53199,0.21874,-0.04796,0.99995,0.62225,0.22842,0.18831,0.99998,0.52191,0.2491,0.18119,0.9999,0.59732,0.28997,-0.01431,0.99997,0.55503,0.29745,-0.01627,0.9999,0.73096,0.46114,0.20238,0.99996,0.46206,0.4864,0.19996,0.99875,0.84455,0.66477,0.02048,0.99065,0.48185,0.75163,-0.2311,0.96205,0.8793,0.77723,-0.35352,0.9901,0.51546,0.45193,-0.84312,0.99631,0.91058,0.8628,-0.45077,0.98115,0.51737,0.38239,-0.96639,0.9921,0.85407,0.85989,-0.48467,0.9848,0.51496,0.36954,-0.96181,0.99202,0.83332,0.83858,-0.37514,0.98278,0.51616,0.39282,-0.85649,0.99101,0.67917,0.91216,-0.01785,0.85534,0.51742,0.91883,0.01881,0.85007,0.77722,1.01295,-0.50056,0.88492,0.45731,1.13866,-0.50962,0.90213,0.71894,1.52119,-0.35226,0.30308,0.49362,1.62744,-0.51569,0.22223,0.70226,1.57473,-0.34353,0.30428,0.50622,1.67848,-0.51705,0.17801,0.72257,1.69872,-0.54789,0.10504,0.49727,1.8029,-0.77012,0.07512
41.jpeg,0,0.48117,0.40061,-1.21183,1.0,0.51614,0.34964,-1.16121,0.99998,0.53304,0.35238,-1.16085,0.99999,0.54992,0.35352,-1.15995,0.99997,0.46338,0.33657,-1.16834,0.99998,0.44375,0.33036,-1.16871,0.99999,0.42781,0.32489,-1.16887,0.99998,0.57855,0.3665,-0.72549,0.99999,0.40187,0.33371,-0.75131,1.0,0.50723,0.45592,-1.03771,1.0,0.43782,0.44449,-1.04594,1.0,0.66372,0.56405,-0.36791,0.99999,0.27748,0.6009,-0.47714,0.99996,0.85425,0.89812,-0.91802,0.99755,0.1976,1.04363,-0.91385,0.97241,0.75094,0.59386,-1.90211,0.99994,0.30314,0.83663,-1.83918,0.99979,0.68103,0.56577,-2.07727,0.99977,0.35957,0.76588,-2.0049,0.9996,0.65295,0.51685,-1.99138,0.99974,0.35856,0.69555,-1.96371,0.99959,0.66366,0.52886,-1.88875,0.99964,0.35133,0.71008,-1.83987,0.99943,0.60541,1.21525,0.00266,0.04063,0.32533,1.20852,0.00104,0.03389,0.60265,1.69397,0.1879,0.0022,0.34908,1.68639,0.23396,0.00083,0.58977,2.10014,0.84114,0.00013,0.34597,2.08791,0.81123,3e-05,0.59253,2.16478,0.87463,0.00024,0.33597,2.15304,0.85426,0.00012,0.55397,2.26571,0.3497,0.00013,0.3808,2.24712,0.28869,0.00016
16.jpeg,0,0.51725,0.47032,-1.54478,0.99985,0.56593,0.40637,-1.44856,0.99964,0.59902,0.40566,-1.44826,0.99971,0.62781,0.40642,-1.44875,0.99963,0.4469,0.41204,-1.47165,0.99968,0.40381,0.41649,-1.46984,0.99973,0.37095,0.42184,-1.47037,0.9997,0.68373,0.4357,-0.77919,0.99956,0.33461,0.45437,-0.84783,0.99977,0.59031,0.53328,-1.28759,0.99977,0.45192,0.54123,-1.30703,0.99982,0.8999,0.73975,-0.36502,0.99851,0.1265,0.78708,-0.65804,0.99937,0.91198,1.0017,-0.08529,0.07998,0.01395,1.17082,-0.46715,0.21273,0.91935,1.38774,-0.34601,0.00743,0.03784,1.46728,-0.9845,0.0382,0.94479,1.47053,-0.4493,0.01324,0.03604,1.56474,-1.17341,0.05214,0.87622,1.4667,-0.55784,0.02195,0.11534,1.5618,-1.29694,0.07741,0.86154,1.4225,-0.41624,0.02173,0.14404,1.51602,-1.05936,0.07779,0.7824,1.45592,-0.02345,0.00068,0.23608,1.46183,0.03217,0.00065,0.77905,2.03131,0.1564,0.00039,0.29971,2.03292,0.08771,0.00023,0.80168,2.53738,1.26105,0.0001,0.34095,2.53658,0.84,1e-05,0.81379,2.61906,1.30849,8e-05,0.33534,2.61715,0.87972,3e-05,0.74155,2.70249,0.26664,0.00013,0.42746,2.69761,-0.2679,6e-05
57.jpeg,0,0.50987,0.29737,-1.73684,0.9987,0.563,0.25274,-1.63384,0.99593,0.58909,0.25082,-1.63456,0.99737,0.61008,0.25075,-1.63538,0.99593,0.46682,0.2566,-1.61393,0.99572,0.43792,0.25729,-1.61408,0.99659,0.41361,0.25844,-1.61519,0.99476,0.6493,0.26724,-0.99597,0.99828,0.38293,0.27435,-0.87718,0.99721,0.55997,0.34328,-1.48691,0.99959,0.45585,0.34868,-1.45747,0.99952,0.88479,0.52941,-0.68294,0.99936,0.20622,0.52455,-0.33603,0.99566,1.00405,0.84937,-0.86993,0.98007,-0.01361,0.81197,-0.63567,0.90088,0.6984,0.91369,-1.45918,0.85954,0.24811,0.91007,-1.77637,0.54345,0.59385,0.96099,-1.68222,0.55239,0.32212,0.94091,-2.00414,0.30039,0.55132,0.90407,-1.62574,0.59492,0.35933,0.89098,-1.9992,0.33371,0.56512,0.8865,-1.43878,0.62836,0.33925,0.88185,-1.79705,0.34035,0.7531,1.00475,-0.12038,0.90514,0.30405,1.03246,0.12626,0.87752,0.73279,1.37408,-0.70175,0.11967,0.21099,1.32326,-0.08382,0.05458,0.67942,1.70877,0.88621,0.00119,0.22639,1.69768,1.62772,0.00376,0.69544,1.77598,1.0159,0.00319,0.22956,1.76939,1.77958,0.00565,0.58323,1.85721,0.27198,0.00144,0.24181,1.84483,1.06624,0.00791
